technique_id,control_id,Technique Name,Control Name
T1557.002,AC-4,ARP Cache Poisoning,Information Flow Enforcement
T1559.001,AC-4,Component Object Model,Information Flow Enforcement
T1563,AC-4,Remote Service Session Hijacking,Information Flow Enforcement
T1563.002,AC-4,RDP Hijacking,Information Flow Enforcement
T1564.008,AC-4,Email Hiding Rules,Information Flow Enforcement
T1566,AC-4,Phishing,Information Flow Enforcement
T1566.001,AC-4,Spearphishing Attachment,Information Flow Enforcement
T1566.003,AC-4,Spearphishing via Service,Information Flow Enforcement
T1567.001,AC-4,Exfiltration to Code Repository,Information Flow Enforcement
T1568,AC-4,Dynamic Resolution,Information Flow Enforcement
T1571,AC-4,Non-Standard Port,Information Flow Enforcement
T1572,AC-4,Protocol Tunneling,Information Flow Enforcement
T1573,AC-4,Encrypted Channel,Information Flow Enforcement
T1573.001,AC-4,Symmetric Cryptography,Information Flow Enforcement
T1573.002,AC-4,Asymmetric Cryptography,Information Flow Enforcement
T1574.004,AC-4,Dylib Hijacking,Information Flow Enforcement
T1574.005,AC-4,Executable Installer File Permissions Weakness,Information Flow Enforcement
T1574.008,AC-4,Path Interception by Search Order Hijacking,Information Flow Enforcement
T1574.009,AC-4,Path Interception by Unquoted Path,Information Flow Enforcement
T1574.010,AC-4,Services File Permissions Weakness,Information Flow Enforcement
T1598,AC-4,Phishing for Information,Information Flow Enforcement
T1598.001,AC-4,Spearphishing Service,Information Flow Enforcement
T1598.002,AC-4,Spearphishing Attachment,Information Flow Enforcement
T1599.001,AC-4,Network Address Translation Traversal,Information Flow Enforcement
T1601,AC-4,Modify System Image,Information Flow Enforcement
T1601.001,AC-4,Patch System Image,Information Flow Enforcement
T1601.002,AC-4,Downgrade System Image,Information Flow Enforcement
T1602,AC-4,Data from Configuration Repository,Information Flow Enforcement
T1602.001,AC-4,SNMP (MIB Dump),Information Flow Enforcement
T1003.001,AC-4,LSASS Memory,Information Flow Enforcement
T1046,AC-4,Network Service Scanning,Information Flow Enforcement
T1068,AC-4,Exploitation for Privilege Escalation,Information Flow Enforcement
T1133,AC-4,External Remote Services,Information Flow Enforcement
T1199,AC-4,Trusted Relationship,Information Flow Enforcement
T1212,AC-4,Exploitation for Credential Access,Information Flow Enforcement
T1482,AC-4,Domain Trust Discovery,Information Flow Enforcement
T1528,AC-4,Steal Application Access Token,Information Flow Enforcement
T1530,AC-4,Data from Cloud Storage Object,Information Flow Enforcement
T1552.007,AC-4,Container API,Information Flow Enforcement
T1557,AC-4,Adversary-in-the-Middle,Information Flow Enforcement
T1557.001,AC-4,LLMNR/NBT-NS Poisoning and SMB Relay,Information Flow Enforcement
T1566.002,AC-4,Spearphishing Link,Information Flow Enforcement
T1598.003,AC-4,Spearphishing Link,Information Flow Enforcement
T1599,AC-4,Network Boundary Bridging,Information Flow Enforcement
T1611,AC-4,Escape to Host,Information Flow Enforcement
T1204,AC-4,User Execution,Information Flow Enforcement
T1204.002,AC-4,Malicious File,Information Flow Enforcement
T1557.003,AC-4,DHCP Spoofing,Information Flow Enforcement
T1609,AC-4,Container Administration Command,Information Flow Enforcement
T1622,AC-4,Debugger Evasion,Information Flow Enforcement
T1205.002,AC-4,Socket Filters,Information Flow Enforncement
T1021.001,AC-5,Remote Desktop Protocol,Separation of Duties
T1047,AC-5,Windows Management Instrumentation,Separation of Duties
T1053,AC-5,Scheduled Task/Job,Separation of Duties
T1053.002,AC-5,At (Windows),Separation of Duties
T1053.003,AC-5,Cron,Separation of Duties
T1053.005,AC-5,Scheduled Task,Separation of Duties
T1059,AC-5,Command and Scripting Interpreter,Separation of Duties
T1059.001,AC-5,PowerShell,Separation of Duties
T1059.008,AC-5,Network Device CLI,Separation of Duties
T1070,AC-5,Indicator Removal on Host,Separation of Duties
T1070.001,AC-5,Clear Windows Event Logs,Separation of Duties
T1070.003,AC-5,Clear Command History,Separation of Duties
T1078.002,AC-5,Domain Accounts,Separation of Duties
T1078.004,AC-5,Cloud Accounts,Separation of Duties
T1098,AC-5,Account Manipulation,Separation of Duties
T1098.001,AC-5,Additional Cloud Credentials,Separation of Duties
T1098.002,AC-5,Exchange Email Delegate Permissions,Separation of Duties
T1098.003,AC-5,Add Office 365 Global Administrator Role,Separation of Duties
T1190,AC-5,Exploit Public-Facing Application,Separation of Duties
T1197,AC-5,BITS Jobs,Separation of Duties
T1210,AC-5,Exploitation of Remote Services,Separation of Duties
T1213.003,AC-5,Code Repositories,Separation of Duties
T1218.007,AC-5,Msiexec,Separation of Duties
T1222,AC-5,File and Directory Permissions Modification,Separation of Duties
T1495,AC-5,Firmware Corruption,Separation of Duties
T1505,AC-5,Server Software Component,Separation of Duties
T1505.003,AC-5,Web Shell,Separation of Duties
T1525,AC-5,Implant Internal Image,Separation of Duties
T1537,AC-5,Transfer Data to Cloud Account,Separation of Duties
T1543,AC-5,Create or Modify System Process,Separation of Duties
T1543.001,AC-5,Launch Agent,Separation of Duties
T1543.003,AC-5,Windows Service,Separation of Duties
T1546.003,AC-5,Windows Management Instrumentation Event Subscription,Separation of Duties
T1547.004,AC-5,Winlogon Helper DLL,Separation of Duties
T1547.006,AC-5,Kernel Modules and Extensions,Separation of Duties
T1547.009,AC-5,Shortcut Modification,Separation of Duties
T1548.002,AC-5,Bypass User Account Control,Separation of Duties
T1548.003,AC-5,Sudo and Sudo Caching,Separation of Duties
T1556.004,AC-5,Network Device Authentication,Separation of Duties
T1558,AC-5,Steal or Forge Kerberos Tickets,Separation of Duties
T1558.003,AC-5,Kerberoasting,Separation of Duties
T1559,AC-5,Inter-Process Communication,Separation of Duties
T1562,AC-5,Impair Defenses,Separation of Duties
T1562.001,AC-5,Disable or Modify Tools,Separation of Duties
T1562.006,AC-5,Indicator Blocking,Separation of Duties
T1562.008,AC-5,Disable Cloud Logs,Separation of Duties
T1574,AC-5,Hijack Execution Flow,Separation of Duties
T1574.007,AC-5,Path Interception by PATH Environment Variable,Separation of Duties
T1003,AC-5,OS Credential Dumping,Separation of Duties
T1003.004,AC-5,LSA Secrets,Separation of Duties
T1003.005,AC-5,Cached Domain Credentials,Separation of Duties
T1003.006,AC-5,DCSync,Separation of Duties
T1003.007,AC-5,Proc Filesystem,Separation of Duties
T1003.008,AC-5,/etc/passwd and /etc/shadow,Separation of Duties
T1021,AC-5,Remote Services,Separation of Duties
T1021.002,AC-5,SMB/Windows Admin Shares,Separation of Duties
T1021.003,AC-5,Distributed Component Object Model,Separation of Duties
T1021.004,AC-5,SSH,Separation of Duties
T1021.006,AC-5,Windows Remote Management,Separation of Duties
T1053.006,AC-5,Systemd Timers,Separation of Duties
T1053.007,AC-5,Container Orchestration Job,Separation of Duties
T1055.008,AC-5,Ptrace System Calls,Separation of Duties
T1056.003,AC-5,Web Portal Capture,Separation of Duties
T1070.002,AC-5,Clear Linux or Mac System Logs,Separation of Duties
T1072,AC-5,Software Deployment Tools,Separation of Duties
T1078.001,AC-5,Default Accounts,Separation of Duties
T1078.003,AC-5,Local Accounts,Separation of Duties
T1087.004,AC-5,Cloud Account,Separation of Duties
T1110,AC-5,Brute Force,Separation of Duties
T1110.003,AC-5,Password Spraying,Separation of Duties
T1110.004,AC-5,Credential Stuffing,Separation of Duties
T1134,AC-5,Access Token Manipulation,Separation of Duties
T1134.001,AC-5,Token Impersonation/Theft,Separation of Duties
T1134.002,AC-5,Create Process with Token,Separation of Duties
T1134.003,AC-5,Make and Impersonate Token,Separation of Duties
T1134.005,AC-5,SID-History Injection,Separation of Duties
T1136,AC-5,Create Account,Separation of Duties
T1136.001,AC-5,Local Account,Separation of Duties
T1136.002,AC-5,Domain Account,Separation of Duties
T1136.003,AC-5,Cloud Account,Separation of Duties
T1185,AC-5,Browser Session Hijacking,Separation of Duties
T1213,AC-5,Data from Information Repositories,Separation of Duties
T1213.001,AC-5,Confluence,Separation of Duties
T1213.002,AC-5,Sharepoint,Separation of Duties
T1222.001,AC-5,Windows File and Directory Permissions Modification,Separation of Duties
T1222.002,AC-5,Linux and Mac File and Directory Permissions Modification,Separation of Duties
T1484,AC-5,Domain Policy Modification,Separation of Duties
T1489,AC-5,Service Stop,Separation of Duties
T1505.002,AC-5,Transport Agent,Separation of Duties
T1538,AC-5,Cloud Service Dashboard,Separation of Duties
T1542,AC-5,Pre-OS Boot,Separation of Duties
T1542.001,AC-5,System Firmware,Separation of Duties
T1542.003,AC-5,Bootkit,Separation of Duties
T1542.005,AC-5,TFTP Boot,Separation of Duties
T1543.002,AC-5,Systemd Service,Separation of Duties
T1543.004,AC-5,Launch Daemon,Separation of Duties
T1547.012,AC-5,Print Processors,Separation of Duties
T1547.013,AC-5,XDG Autostart Entries,Separation of Duties
T1548,AC-5,Abuse Elevation Control Mechanism,Separation of Duties
T1550,AC-5,Use Alternate Authentication Material,Separation of Duties
T1550.002,AC-5,Pass the Hash,Separation of Duties
T1550.003,AC-5,Pass the Ticket,Separation of Duties
T1552,AC-5,Unsecured Credentials,Separation of Duties
T1552.001,AC-5,Credentials In Files,Separation of Duties
T1552.002,AC-5,Credentials in Registry,Separation of Duties
T1552.006,AC-5,Group Policy Preferences,Separation of Duties
T1556.001,AC-5,Domain Controller Authentication,Separation of Duties
T1556.003,AC-5,Pluggable Authentication Modules,Separation of Duties
T1558.001,AC-5,Golden Ticket,Separation of Duties
T1558.002,AC-5,Silver Ticket,Separation of Duties
T1559.001,AC-5,Component Object Model,Separation of Duties
T1562.002,AC-5,Disable Windows Event Logging,Separation of Duties
T1562.004,AC-5,Disable or Modify System Firewall,Separation of Duties
T1562.007,AC-5,Disable or Modify Cloud Firewall,Separation of Duties
T1562.009,AC-5,Safe Mode Boot,Separation of Duties
T1563,AC-5,Remote Service Session Hijacking,Separation of Duties
T1563.001,AC-5,SSH Hijacking,Separation of Duties
T1563.002,AC-5,RDP Hijacking,Separation of Duties
T1569,AC-5,System Services,Separation of Duties
T1569.001,AC-5,Launchctl,Separation of Duties
T1569.002,AC-5,Service Execution,Separation of Duties
T1574.004,AC-5,Dylib Hijacking,Separation of Duties
T1574.005,AC-5,Executable Installer File Permissions Weakness,Separation of Duties
T1574.008,AC-5,Path Interception by Search Order Hijacking,Separation of Duties
T1574.009,AC-5,Path Interception by Unquoted Path,Separation of Duties
T1574.010,AC-5,Services File Permissions Weakness,Separation of Duties
T1574.012,AC-5,COR_PROFILER,Separation of Duties
T1578,AC-5,Modify Cloud Compute Infrastructure,Separation of Duties
T1578.001,AC-5,Create Snapshot,Separation of Duties
T1578.002,AC-5,Create Cloud Instance,Separation of Duties
T1578.003,AC-5,Delete Cloud Instance,Separation of Duties
T1599.001,AC-5,Network Address Translation Traversal,Separation of Duties
T1601,AC-5,Modify System Image,Separation of Duties
T1601.001,AC-5,Patch System Image,Separation of Duties
T1601.002,AC-5,Downgrade System Image,Separation of Duties
T1606,AC-5,Forge Web Credentials,Separation of Duties
T1619,AC-5,Cloud Storage Object Discovery,Separation of Duties
T1003.001,AC-5,LSASS Memory,Separation of Duties
T1003.002,AC-5,Security Account Manager,Separation of Duties
T1003.003,AC-5,NTDS,Separation of Duties
T1055,AC-5,Process Injection,Separation of Duties
T1078,AC-5,Valid Accounts,Separation of Duties
T1110.001,AC-5,Password Guessing,Separation of Duties
T1110.002,AC-5,Password Cracking,Separation of Duties
T1218,AC-5,Signed Binary Proxy Execution,Separation of Duties
T1528,AC-5,Steal Application Access Token,Separation of Duties
T1530,AC-5,Data from Cloud Storage Object,Separation of Duties
T1552.007,AC-5,Container API,Separation of Duties
T1556,AC-5,Modify Authentication Process,Separation of Duties
T1580,AC-5,Cloud Infrastructure Discovery,Separation of Duties
T1599,AC-5,Network Boundary Bridging,Separation of Duties
T1611,AC-5,Escape to Host,Separation of Duties
T1070.007,AC-5,Clear Network Connection History and Configurations,Separation of Duties
T1070.008,AC-5,Clear Mailbox Data,Separation Of Duties
T1070.009,AC-5,Clear Persistence,Separation of Duties
T1098.004,AC-5,SSH Authorized Keys,Separation Of Duties
T1098.005,AC-5,Device Registration,Separation of Duties
T1505.005,AC-5,Terminal Services DLL,Separation Of Duties
T1609,AC-5,Container Administration Command,Separation Of Duties
T1556.005,AC-5,Reversible Encryption,Separation of Duties
T1021.001,AC-6,Remote Desktop Protocol,Least Privilege
T1047,AC-6,Windows Management Instrumentation,Least Privilege
T1053,AC-6,Scheduled Task/Job,Least Privilege
T1053.002,AC-6,At (Windows),Least Privilege
T1053.003,AC-6,Cron,Least Privilege
T1053.005,AC-6,Scheduled Task,Least Privilege
T1059,AC-6,Command and Scripting Interpreter,Least Privilege
T1059.001,AC-6,PowerShell,Least Privilege
T1059.002,AC-6,AppleScript,Least Privilege
T1059.005,AC-6,Visual Basic,Least Privilege
T1059.008,AC-6,Network Device CLI,Least Privilege
T1070,AC-6,Indicator Removal on Host,Least Privilege
T1070.001,AC-6,Clear Windows Event Logs,Least Privilege
T1070.003,AC-6,Clear Command History,Least Privilege
T1078.002,AC-6,Domain Accounts,Least Privilege
T1078.004,AC-6,Cloud Accounts,Least Privilege
T1098,AC-6,Account Manipulation,Least Privilege
T1098.001,AC-6,Additional Cloud Credentials,Least Privilege
T1098.002,AC-6,Exchange Email Delegate Permissions,Least Privilege
T1098.003,AC-6,Add Office 365 Global Administrator Role,Least Privilege
T1106,AC-6,Native API,Least Privilege
T1176,AC-6,Browser Extensions,Least Privilege
T1189,AC-6,Drive-by Compromise,Least Privilege
T1190,AC-6,Exploit Public-Facing Application,Least Privilege
T1197,AC-6,BITS Jobs,Least Privilege
T1203,AC-6,Exploitation for Client Execution,Least Privilege
T1210,AC-6,Exploitation of Remote Services,Least Privilege
T1211,AC-6,Exploitation for Defense Evasion,Least Privilege
T1213.003,AC-6,Code Repositories,Least Privilege
T1218.007,AC-6,Msiexec,Least Privilege
T1222,AC-6,File and Directory Permissions Modification,Least Privilege
T1486,AC-6,Data Encrypted for Impact,Least Privilege
T1490,AC-6,Inhibit System Recovery,Least Privilege
T1491,AC-6,Defacement,Least Privilege
T1491.001,AC-6,Internal Defacement,Least Privilege
T1491.002,AC-6,External Defacement,Least Privilege
T1495,AC-6,Firmware Corruption,Least Privilege
T1505,AC-6,Server Software Component,Least Privilege
T1505.003,AC-6,Web Shell,Least Privilege
T1525,AC-6,Implant Internal Image,Least Privilege
T1537,AC-6,Transfer Data to Cloud Account,Least Privilege
T1543,AC-6,Create or Modify System Process,Least Privilege
T1543.001,AC-6,Launch Agent,Least Privilege
T1543.003,AC-6,Windows Service,Least Privilege
T1546.003,AC-6,Windows Management Instrumentation Event Subscription,Least Privilege
T1547.003,AC-6,Time Providers,Least Privilege
T1547.004,AC-6,Winlogon Helper DLL,Least Privilege
T1547.006,AC-6,Kernel Modules and Extensions,Least Privilege
T1547.009,AC-6,Shortcut Modification,Least Privilege
T1548.002,AC-6,Bypass User Account Control,Least Privilege
T1548.003,AC-6,Sudo and Sudo Caching,Least Privilege
T1556.004,AC-6,Network Device Authentication,Least Privilege
T1558,AC-6,Steal or Forge Kerberos Tickets,Least Privilege
T1558.003,AC-6,Kerberoasting,Least Privilege
T1559,AC-6,Inter-Process Communication,Least Privilege
T1559.002,AC-6,Dynamic Data Exchange,Least Privilege
T1562,AC-6,Impair Defenses,Least Privilege
T1562.001,AC-6,Disable or Modify Tools,Least Privilege
T1562.006,AC-6,Indicator Blocking,Least Privilege
T1562.008,AC-6,Disable Cloud Logs,Least Privilege
T1567,AC-6,Exfiltration Over Web Service,Least Privilege
T1574,AC-6,Hijack Execution Flow,Least Privilege
T1574.007,AC-6,Path Interception by PATH Environment Variable,Least Privilege
T1574.011,AC-6,Services Registry Permissions Weakness,Least Privilege
T1609,AC-6,Container Administration Command,Least Privilege
T1610,AC-6,Deploy Container,Least Privilege
T1003,AC-6,OS Credential Dumping,Least Privilege
T1003.004,AC-6,LSA Secrets,Least Privilege
T1003.005,AC-6,Cached Domain Credentials,Least Privilege
T1003.006,AC-6,DCSync,Least Privilege
T1003.007,AC-6,Proc Filesystem,Least Privilege
T1003.008,AC-6,/etc/passwd and /etc/shadow,Least Privilege
T1021,AC-6,Remote Services,Least Privilege
T1021.002,AC-6,SMB/Windows Admin Shares,Least Privilege
T1021.003,AC-6,Distributed Component Object Model,Least Privilege
T1021.004,AC-6,SSH,Least Privilege
T1021.005,AC-6,VNC,Least Privilege
T1021.006,AC-6,Windows Remote Management,Least Privilege
T1025,AC-6,Data from Removable Media,Least Privilege
T1036,AC-6,Masquerading,Least Privilege
T1036.003,AC-6,Rename System Utilities,Least Privilege
T1036.005,AC-6,Match Legitimate Name or Location,Least Privilege
T1041,AC-6,Exfiltration Over C2 Channel,Least Privilege
T1048,AC-6,Exfiltration Over Alternative Protocol,Least Privilege
T1048.002,AC-6,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Least Privilege
T1048.003,AC-6,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Least Privilege
T1052,AC-6,Exfiltration Over Physical Medium,Least Privilege
T1052.001,AC-6,Exfiltration over USB,Least Privilege
T1053.006,AC-6,Systemd Timers,Least Privilege
T1053.007,AC-6,Container Orchestration Job,Least Privilege
T1055.002,AC-6,Portable Executable Injection,Least Privilege
T1055.003,AC-6,Thread Execution Hijacking,Least Privilege
T1055.004,AC-6,Asynchronous Procedure Call,Least Privilege
T1055.005,AC-6,Thread Local Storage,Least Privilege
T1055.008,AC-6,Ptrace System Calls,Least Privilege
T1055.009,AC-6,Proc Memory,Least Privilege
T1055.011,AC-6,Extra Window Memory Injection,Least Privilege
T1055.012,AC-6,Process Hollowing,Least Privilege
T1055.013,AC-6,Process Doppelgänging,Least Privilege
T1056.003,AC-6,Web Portal Capture,Least Privilege
T1059.003,AC-6,Windows Command Shell,Least Privilege
T1059.004,AC-6,Unix Shell,Least Privilege
T1059.006,AC-6,Python,Least Privilege
T1059.007,AC-6,JavaScript,Least Privilege
T1070.002,AC-6,Clear Linux or Mac System Logs,Least Privilege
T1072,AC-6,Software Deployment Tools,Least Privilege
T1078.001,AC-6,Default Accounts,Least Privilege
T1078.003,AC-6,Local Accounts,Least Privilege
T1087.004,AC-6,Cloud Account,Least Privilege
T1110,AC-6,Brute Force,Least Privilege
T1110.003,AC-6,Password Spraying,Least Privilege
T1110.004,AC-6,Credential Stuffing,Least Privilege
T1112,AC-6,Modify Registry,Least Privilege
T1134,AC-6,Access Token Manipulation,Least Privilege
T1134.001,AC-6,Token Impersonation/Theft,Least Privilege
T1134.002,AC-6,Create Process with Token,Least Privilege
T1134.003,AC-6,Make and Impersonate Token,Least Privilege
T1134.005,AC-6,SID-History Injection,Least Privilege
T1136,AC-6,Create Account,Least Privilege
T1136.001,AC-6,Local Account,Least Privilege
T1136.002,AC-6,Domain Account,Least Privilege
T1136.003,AC-6,Cloud Account,Least Privilege
T1137,AC-6,Office Application Startup,Least Privilege
T1137.001,AC-6,Office Template Macros,Least Privilege
T1137.002,AC-6,Office Test,Least Privilege
T1137.003,AC-6,Outlook Forms,Least Privilege
T1137.004,AC-6,Outlook Home Page,Least Privilege
T1137.005,AC-6,Outlook Rules,Least Privilege
T1137.006,AC-6,Add-ins,Least Privilege
T1185,AC-6,Browser Session Hijacking,Least Privilege
T1213,AC-6,Data from Information Repositories,Least Privilege
T1213.001,AC-6,Confluence,Least Privilege
T1213.002,AC-6,Sharepoint,Least Privilege
T1222.001,AC-6,Windows File and Directory Permissions Modification,Least Privilege
T1222.002,AC-6,Linux and Mac File and Directory Permissions Modification,Least Privilege
T1484,AC-6,Domain Policy Modification,Least Privilege
T1485,AC-6,Data Destruction,Least Privilege
T1489,AC-6,Service Stop,Least Privilege
T1505.002,AC-6,Transport Agent,Least Privilege
T1505.004,AC-6,IIS Components,Least Privilege
T1538,AC-6,Cloud Service Dashboard,Least Privilege
T1539,AC-6,Steal Web Session Cookie,Least Privilege
T1542,AC-6,Pre-OS Boot,Least Privilege
T1542.001,AC-6,System Firmware,Least Privilege
T1542.003,AC-6,Bootkit,Least Privilege
T1542.004,AC-6,ROMMONkit,Least Privilege
T1542.005,AC-6,TFTP Boot,Least Privilege
T1543.002,AC-6,Systemd Service,Least Privilege
T1543.004,AC-6,Launch Daemon,Least Privilege
T1546.004,AC-6,Unix Shell Configuration Modification,Least Privilege
T1546.011,AC-6,Application Shimming,Least Privilege
T1546.013,AC-6,PowerShell Profile,Least Privilege
T1547.012,AC-6,Print Processors,Least Privilege
T1547.013,AC-6,XDG Autostart Entries,Least Privilege
T1548,AC-6,Abuse Elevation Control Mechanism,Least Privilege
T1550,AC-6,Use Alternate Authentication Material,Least Privilege
T1550.002,AC-6,Pass the Hash,Least Privilege
T1550.003,AC-6,Pass the Ticket,Least Privilege
T1552,AC-6,Unsecured Credentials,Least Privilege
T1552.001,AC-6,Credentials In Files,Least Privilege
T1552.002,AC-6,Credentials in Registry,Least Privilege
T1552.006,AC-6,Group Policy Preferences,Least Privilege
T1553,AC-6,Subvert Trust Controls,Least Privilege
T1553.003,AC-6,SIP and Trust Provider Hijacking,Least Privilege
T1553.006,AC-6,Code Signing Policy Modification,Least Privilege
T1556.001,AC-6,Domain Controller Authentication,Least Privilege
T1556.003,AC-6,Pluggable Authentication Modules,Least Privilege
T1558.001,AC-6,Golden Ticket,Least Privilege
T1558.002,AC-6,Silver Ticket,Least Privilege
T1559.001,AC-6,Component Object Model,Least Privilege
T1561,AC-6,Disk Wipe,Least Privilege
T1561.001,AC-6,Disk Content Wipe,Least Privilege
T1561.002,AC-6,Disk Structure Wipe,Least Privilege
T1562.002,AC-6,Disable Windows Event Logging,Least Privilege
T1562.004,AC-6,Disable or Modify System Firewall,Least Privilege
T1562.007,AC-6,Disable or Modify Cloud Firewall,Least Privilege
T1562.009,AC-6,Safe Mode Boot,Least Privilege
T1563,AC-6,Remote Service Session Hijacking,Least Privilege
T1563.001,AC-6,SSH Hijacking,Least Privilege
T1563.002,AC-6,RDP Hijacking,Least Privilege
T1569,AC-6,System Services,Least Privilege
T1569.001,AC-6,Launchctl,Least Privilege
T1569.002,AC-6,Service Execution,Least Privilege
T1574.004,AC-6,Dylib Hijacking,Least Privilege
T1574.005,AC-6,Executable Installer File Permissions Weakness,Least Privilege
T1574.008,AC-6,Path Interception by Search Order Hijacking,Least Privilege
T1574.009,AC-6,Path Interception by Unquoted Path,Least Privilege
T1574.010,AC-6,Services File Permissions Weakness,Least Privilege
T1574.012,AC-6,COR_PROFILER,Least Privilege
T1578,AC-6,Modify Cloud Compute Infrastructure,Least Privilege
T1578.001,AC-6,Create Snapshot,Least Privilege
T1578.002,AC-6,Create Cloud Instance,Least Privilege
T1578.003,AC-6,Delete Cloud Instance,Least Privilege
T1599.001,AC-6,Network Address Translation Traversal,Least Privilege
T1601,AC-6,Modify System Image,Least Privilege
T1601.001,AC-6,Patch System Image,Least Privilege
T1601.002,AC-6,Downgrade System Image,Least Privilege
T1606,AC-6,Forge Web Credentials,Least Privilege
T1606.001,AC-6,Web Cookies,Least Privilege
T1606.002,AC-6,SAML Tokens,Least Privilege
T1612,AC-6,Build Image on Host,Least Privilege
T1613,AC-6,Container and Resource Discovery,Least Privilege
T1619,AC-6,Cloud Storage Object Discovery,Least Privilege
T1003.001,AC-6,LSASS Memory,Least Privilege
T1003.002,AC-6,Security Account Manager,Least Privilege
T1003.003,AC-6,NTDS,Least Privilege
T1005,AC-6,Data from Local System,Least Privilege
T1055,AC-6,Process Injection,Least Privilege
T1055.001,AC-6,Dynamic-link Library Injection,Least Privilege
T1055.014,AC-6,VDSO Hijacking,Least Privilege
T1068,AC-6,Exploitation for Privilege Escalation,Least Privilege
T1078,AC-6,Valid Accounts,Least Privilege
T1091,AC-6,Replication Through Removable Media,Least Privilege
T1110.001,AC-6,Password Guessing,Least Privilege
T1110.002,AC-6,Password Cracking,Least Privilege
T1133,AC-6,External Remote Services,Least Privilege
T1199,AC-6,Trusted Relationship,Least Privilege
T1200,AC-6,Hardware Additions,Least Privilege
T1212,AC-6,Exploitation for Credential Access,Least Privilege
T1218,AC-6,Signed Binary Proxy Execution,Least Privilege
T1528,AC-6,Steal Application Access Token,Least Privilege
T1530,AC-6,Data from Cloud Storage Object,Least Privilege
T1552.007,AC-6,Container API,Least Privilege
T1556,AC-6,Modify Authentication Process,Least Privilege
T1580,AC-6,Cloud Infrastructure Discovery,Least Privilege
T1599,AC-6,Network Boundary Bridging,Least Privilege
T1611,AC-6,Escape to Host,Least Privilege
T1070.007,AC-6,Clear Network Connection History and Configurations,Least Privilege
T1070.008,AC-6,Clear Mailbox Data,Least Privilege
T1070.009,AC-6,Clear Persistence,Least Privilege
T1098.004,AC-6,SSH Authorized Keys,Least Privilege
T1098.005,AC-6,Device Registration,Least Privilege
T1505.005,AC-6,Terminal Services DLL,Least Privilege
T1546.016,AC-6,Installer Packages,Least Privilege
T1647,AC-6,Plist File Modification,Least Privilege
T1648,AC-6,Serverless Execution,Least Privilege
T1556.005,AC-6,Reversible Encryption,Least Privilege
T1556.006,AC-6,Multi-Factor Authentication,Least Privilege
T1556.007,AC-6,Hybrid Identity,Least Privilege
T1621,AC-6,Multi-Factor Authentication Request Generation,Least Privilege
T1021.001,AC-7,Remote Desktop Protocol,Unsuccessful Logon Attempts
T1078.002,AC-7,Domain Accounts,Unsuccessful Logon Attempts
T1078.004,AC-7,Cloud Accounts,Unsuccessful Logon Attempts
T1556.004,AC-7,Network Device Authentication,Unsuccessful Logon Attempts
T1021,AC-7,Remote Services,Unsuccessful Logon Attempts
T1021.004,AC-7,SSH,Unsuccessful Logon Attempts
T1110,AC-7,Brute Force,Unsuccessful Logon Attempts
T1110.003,AC-7,Password Spraying,Unsuccessful Logon Attempts
T1110.004,AC-7,Credential Stuffing,Unsuccessful Logon Attempts
T1556.001,AC-7,Domain Controller Authentication,Unsuccessful Logon Attempts
T1556.003,AC-7,Pluggable Authentication Modules,Unsuccessful Logon Attempts
T1110.001,AC-7,Password Guessing,Unsuccessful Logon Attempts
T1110.002,AC-7,Password Cracking,Unsuccessful Logon Attempts
T1133,AC-7,External Remote Services,Unsuccessful Logon Attempts
T1530,AC-7,Data from Cloud Storage Object,Unsuccessful Logon Attempts
T1556,AC-7,Modify Authentication Process,Unsuccessful Logon Attempts
T1199,AC-8,Trusted Relationship,System Use Notification
T1556.006,AU-1,Multi-Factor Authentication,Policy and Procedures
T1556.007,AU-1,Hybrid Identity,Policy and Procedures
T1556.006,AU-2,Multi-Factor Authentication,Event Logging
T1556.007,AU-2,Hybrid Identity,Event Logging
T1593.003,AU-5,Code Repositories,Response to Audit Processing Failure
T1649,AU-5,Steal or Forge Authentication Certificates,"Audit Review, Analysis, and Reporting "
T1593.003,AU-6,Code Repositories,"Audit Review, Analysis, & Reporting"
T1190,CA-2,Exploit Public-Facing Application,Control Assessments
T1195,CA-2,Supply Chain Compromise,Control Assessments
T1195.001,CA-2,Compromise Software Dependencies and Development Tools,Control Assessments
T1195.002,CA-2,Compromise Software Supply Chain,Control Assessments
T1210,CA-2,Exploitation of Remote Services,Control Assessments
T1020.001,CA-3,Traffic Duplication,Information Exchange
T1567,CA-3,Exfiltration Over Web Service,Information Exchange
T1041,CA-3,Exfiltration Over C2 Channel,Information Exchange
T1048,CA-3,Exfiltration Over Alternative Protocol,Information Exchange
T1048.002,CA-3,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Information Exchange
T1048.003,CA-3,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Information Exchange
T1037.002,CA-7,Logon Script (Mac),Continuous Monitoring
T1037.005,CA-7,Startup Items,Continuous Monitoring
T1059,CA-7,Command and Scripting Interpreter,Continuous Monitoring
T1059.005,CA-7,Visual Basic,Continuous Monitoring
T1070,CA-7,Indicator Removal on Host,Continuous Monitoring
T1070.001,CA-7,Clear Windows Event Logs,Continuous Monitoring
